,address,district,area,bedrooms,garage,type,rent,total,price_per_m2,valor_estimado_area,location,coordinates
1031,Rua dos Estudantes,Sé,24,1,0,Studio e kitnet,1572,2028,7549,181176,"Rua dos Estudantes, Sé, São Paulo, SP","(-23.5555266, -46.6346329)"
1032,Avenida Ipiranga,Sé,45,1,0,Apartamento,3000,4116,7549,339705,"Avenida Ipiranga, Sé, São Paulo, SP","(-23.6158707, -45.3806698)"
1033,Rua Henrique Sertório,Tatuapé,32,1,0,Studio e kitnet,2100,2598,8349,267168,"Rua Henrique Sertório, Tatuapé, São Paulo, SP","(-23.5402116, -46.5782904)"
1034,Rua Tuiuti,Tatuapé,61,2,1,Apartamento,1900,2882,8349,509289,"Rua Tuiuti, Tatuapé, São Paulo, SP","(-23.5416619, -46.5752511)"
1035,Rua Doutor Raul da Rocha Medeiros,Tatuapé,52,2,1,Apartamento,3800,4672,8349,434148,"Rua Doutor Raul da Rocha Medeiros, Tatuapé, São Paulo, SP","(-23.5330945, -46.5632495)"
1036,Rua Iguaré,Tatuapé,54,2,1,Apartamento,1400,2069,8349,450846,"Rua Iguaré, Tatuapé, São Paulo, SP","(-23.531759, -46.5827501)"
1037,Rua Fernando Dondon,Tatuapé,24,1,0,Studio e kitnet,1600,1964,8349,200376,"Rua Fernando Dondon, Tatuapé, São Paulo, SP","(-23.5464234, -46.5620488)"
1038,Rua Henrique Sertório,Tatuapé,24,1,0,Studio e kitnet,1900,2430,8349,200376,"Rua Henrique Sertório, Tatuapé, São Paulo, SP","(-23.5402116, -46.5782904)"
1039,Rua Fernando Dondon,Tatuapé,30,1,0,Studio e kitnet,1550,1662,8349,250470,"Rua Fernando Dondon, Tatuapé, São Paulo, SP","(-23.5464234, -46.5620488)"
1040,Rua Doutor Miguel Vieira Ferreira,Tatuapé,30,0,0,Apartamento,1840,2113,8349,250470,"Rua Doutor Miguel Vieira Ferreira, Tatuapé, São Paulo, SP","(-23.5344297, -46.5618852)"
1041,Rua Vitório Ramalho,Tatuapé,91,3,2,Apartamento,6000,7282,8349,759759,"Rua Vitório Ramalho, Tatuapé, São Paulo, SP","(-23.5315713, -46.5624947)"
1042,Rua Duarte de Carvalho,Tatuapé,81,2,1,Apartamento,4000,5088,8349,676269,"Rua Duarte de Carvalho, Tatuapé, São Paulo, SP","(-23.5358872, -46.5724167)"
1043,Rua Henrique Sertório,Tatuapé,38,1,1,Apartamento,3010,4226,8349,317262,"Rua Henrique Sertório, Tatuapé, São Paulo, SP","(-23.5402116, -46.5782904)"
1044,Rua Coronel Joaquim Antônio Dias,Tatuapé,29,1,0,Studio e kitnet,1800,2208,8349,242121,"Rua Coronel Joaquim Antônio Dias, Tatuapé, São Paulo, SP","(-23.5417164, -46.5738246)"
1045,Rua Iguaré,Tatuapé,50,2,1,Apartamento,1650,2382,8349,417450,"Rua Iguaré, Tatuapé, São Paulo, SP","(-23.531759, -46.5827501)"
1046,Avenida Celso Garcia,Tatuapé,36,1,0,Studio e kitnet,883,1440,8349,300564,"Avenida Celso Garcia, Tatuapé, São Paulo, SP","(-23.5356297, -46.5737086)"
1047,Rua Fernando Dondon,Tatuapé,33,1,0,Studio e kitnet,1900,2016,8349,275517,"Rua Fernando Dondon, Tatuapé, São Paulo, SP","(-23.5464234, -46.5620488)"
1048,Avenida Celso Garcia,Tatuapé,40,2,0,Apartamento,1500,1938,8349,333960,"Avenida Celso Garcia, Tatuapé, São Paulo, SP","(-23.5356297, -46.5737086)"
1049,Rua Adelino de Almeida Castilho,Tatuapé,68,2,1,Apartamento,2300,2787,8349,567732,"Rua Adelino de Almeida Castilho, Tatuapé, São Paulo, SP","(-23.5317731, -46.5541443)"
1050,Rua Iguaré,Tatuapé,49,2,1,Apartamento,1420,2135,8349,409101,"Rua Iguaré, Tatuapé, São Paulo, SP","(-23.531759, -46.5827501)"
1051,Rua São Gil,Tatuapé,80,2,1,Casa,2300,2398,8349,667920,"Rua São Gil, Tatuapé, São Paulo, SP","(-23.5486288, -46.5539894)"
1052,Rua Teixeira de Melo,Tatuapé,30,1,1,Studio e kitnet,2200,2664,8349,250470,"Rua Teixeira de Melo, Tatuapé, São Paulo, SP","(-23.5377252, -46.573653)"
1053,Rua Vilela,Tatuapé,70,2,2,Apartamento,2700,3871,8349,584430,"Rua Vilela, Tatuapé, São Paulo, SP","(-23.5415734, -46.5656739)"
1054,Rua Luís do Paço,Tatuapé,41,1,0,Apartamento,950,1567,8349,342309,"Rua Luís do Paço, Tatuapé, São Paulo, SP","(-23.5330855, -46.5630777)"
1055,Rua Cândido Vale,Tatuapé,55,2,1,Apartamento,3500,4261,8349,459195,"Rua Cândido Vale, Tatuapé, São Paulo, SP","(-23.5350604, -46.5692213)"
1056,Rua Ivaí,Tatuapé,92,2,2,Apartamento,6900,7910,8349,768108,"Rua Ivaí, Tatuapé, São Paulo, SP","(-23.5334078, -46.5791834)"
1057,Rua Cândido Vale,Tatuapé,40,1,1,Studio e kitnet,2950,3614,8349,333960,"Rua Cândido Vale, Tatuapé, São Paulo, SP","(-23.5350604, -46.5692213)"
1058,"Est. Velha da Penha, 88 - Tatuapé, São Paulo - Sp, 03090-020, Brasil - Cond. Residencial Aldeia dos Pássaros",Tatuapé,68,2,3,Apartamento,2483,3311,8349,567732,"Est. Velha da Penha, 88 - Tatuapé, São Paulo - Sp, 03090-020, Brasil - Cond. Residencial Aldeia dos Pássaros, Tatuapé, São Paulo, SP",
1059,Rua Filipe Camarão,Tatuapé,40,1,1,Apartamento,2434,3108,8349,333960,"Rua Filipe Camarão, Tatuapé, São Paulo, SP","(-23.5387288, -46.5793877)"
1060,Avenida Celso Garcia,Tatuapé,56,1,0,Apartamento,1450,1807,8349,467544,"Avenida Celso Garcia, Tatuapé, São Paulo, SP","(-23.5356297, -46.5737086)"
1061,Rua Salvador de Lima,Tatuapé,20,1,0,Studio e kitnet,1000,1308,8349,166980,"Rua Salvador de Lima, Tatuapé, São Paulo, SP","(-23.5368165, -46.5627355)"
1062,Rua Pedro de Resende,Tatuapé,90,2,0,Casa,2300,2488,8349,751410,"Rua Pedro de Resende, Tatuapé, São Paulo, SP","(-23.5372578, -46.5723303)"
1063,Avenida Celso Garcia,Tatuapé,80,3,2,Apartamento,2800,3785,8349,667920,"Avenida Celso Garcia, Tatuapé, São Paulo, SP","(-23.5356297, -46.5737086)"
1064,Rua Doutor Ângelo Vita,Tatuapé,26,2,0,Studio e kitnet,2200,2744,8349,217074,"Rua Doutor Ângelo Vita, Tatuapé, São Paulo, SP","(-23.5351829, -46.5661105)"
1065,Rua Doutor Ângelo Vita,Tatuapé,24,1,0,Studio e kitnet,2100,2600,8349,200376,"Rua Doutor Ângelo Vita, Tatuapé, São Paulo, SP","(-23.5351829, -46.5661105)"
1066,Avenida Celso Garcia,Tatuapé,45,1,0,Apartamento,1035,1663,8349,375705,"Avenida Celso Garcia, Tatuapé, São Paulo, SP","(-23.5356297, -46.5737086)"
1067,Rua Coronel Carlos Oliva,Tatuapé,40,1,1,Apartamento,2244,3011,8349,333960,"Rua Coronel Carlos Oliva, Tatuapé, São Paulo, SP","(-23.53723, -46.5728377)"
1068,Rua Cambembé,Tatuapé,65,1,0,Casa em condomínio,1600,1818,8349,542685,"Rua Cambembé, Tatuapé, São Paulo, SP","(-23.5519357, -46.5742192)"
1069,Rua Doutor Ângelo Vita,Tatuapé,32,1,0,Studio e kitnet,1990,2581,8349,267168,"Rua Doutor Ângelo Vita, Tatuapé, São Paulo, SP","(-23.5351829, -46.5661105)"
1070,Rua Cândido Vale,Tatuapé,27,1,0,Apartamento,2450,2845,8349,225423,"Rua Cândido Vale, Tatuapé, São Paulo, SP","(-23.5350604, -46.5692213)"
1071,Rua Doutor Ângelo Vita,Tatuapé,25,1,0,Studio e kitnet,2200,2534,8349,208725,"Rua Doutor Ângelo Vita, Tatuapé, São Paulo, SP","(-23.5351829, -46.5661105)"
1072,Rua Salvador de Lima,Tatuapé,22,1,0,Studio e kitnet,1140,1454,8349,183678,"Rua Salvador de Lima, Tatuapé, São Paulo, SP","(-23.5368165, -46.5627355)"
1073,Rua Luís do Paço,Tatuapé,42,1,0,Studio e kitnet,950,1578,8349,350658,"Rua Luís do Paço, Tatuapé, São Paulo, SP","(-23.5330855, -46.5630777)"
1074,Rua Luís do Paço,Tatuapé,32,1,0,Apartamento,850,1327,8349,267168,"Rua Luís do Paço, Tatuapé, São Paulo, SP","(-23.5330855, -46.5630777)"
1075,Rua Doutor Ângelo Vita,Tatuapé,26,1,0,Studio e kitnet,1800,2482,8349,217074,"Rua Doutor Ângelo Vita, Tatuapé, São Paulo, SP","(-23.5351829, -46.5661105)"
1076,Rua Cândido Vale,Tatuapé,26,1,1,Studio e kitnet,3600,4137,8349,217074,"Rua Cândido Vale, Tatuapé, São Paulo, SP","(-23.5350604, -46.5692213)"
1077,Rua Arnaldo Cintra,Tatuapé,64,3,1,Apartamento,2430,3138,8349,534336,"Rua Arnaldo Cintra, Tatuapé, São Paulo, SP","(-23.5277539, -46.5611838)"
1078,Rua Ulisses Cruz,Tatuapé,34,2,0,Apartamento,1700,2246,8349,283866,"Rua Ulisses Cruz, Tatuapé, São Paulo, SP","(-23.532968, -46.5831203)"
1079,Rua Ulisses Cruz,Tatuapé,24,1,0,Studio e kitnet,1310,1730,8349,200376,"Rua Ulisses Cruz, Tatuapé, São Paulo, SP","(-23.532968, -46.5831203)"
1080,Rua Ulisses Cruz,Tatuapé,36,2,0,Apartamento,2040,2556,8349,300564,"Rua Ulisses Cruz, Tatuapé, São Paulo, SP","(-23.532968, -46.5831203)"
1081,Rua Tuiuti,Tatuapé,83,2,1,Apartamento,4500,5274,8349,692967,"Rua Tuiuti, Tatuapé, São Paulo, SP","(-23.5416619, -46.5752511)"
1082,Rua Ulisses Cruz,Tatuapé,24,1,0,Apartamento,2100,2531,8349,200376,"Rua Ulisses Cruz, Tatuapé, São Paulo, SP","(-23.532968, -46.5831203)"
1083,Rua Francisco Marengo,Tatuapé,82,3,1,Apartamento,3620,4459,8349,684618,"Rua Francisco Marengo, Tatuapé, São Paulo, SP","(-23.5419873, -46.5591537)"
1084,Rua Serra de Juréa,Tatuapé,30,1,1,Apartamento,2770,5061,8349,250470,"Rua Serra de Juréa, Tatuapé, São Paulo, SP","(-23.5487015, -46.5709204)"
1085,Rua Doutor Raul da Rocha Medeiros,Tatuapé,55,2,1,Apartamento,3800,4697,8349,459195,"Rua Doutor Raul da Rocha Medeiros, Tatuapé, São Paulo, SP","(-23.5330945, -46.5632495)"
1086,Rua Ulisses Cruz,Tatuapé,27,1,0,Apartamento,2200,2666,8349,225423,"Rua Ulisses Cruz, Tatuapé, São Paulo, SP","(-23.532968, -46.5831203)"
1087,Rua Murutinga do Sul,Tatuapé,90,2,1,Apartamento,2500,3446,8349,751410,"Rua Murutinga do Sul, Tatuapé, São Paulo, SP",
1088,Rua Almirante Calheiros,Tatuapé,38,2,1,Apartamento,3000,3672,8349,317262,"Rua Almirante Calheiros, Tatuapé, São Paulo, SP","(-23.5372628, -46.5770527)"
1089,Rua São Gil,Tatuapé,105,3,3,Apartamento,5500,7117,8349,876645,"Rua São Gil, Tatuapé, São Paulo, SP","(-23.5486288, -46.5539894)"
1090,Rua Henrique Sertório,Tatuapé,39,1,0,Casa,1100,1247,8349,325611,"Rua Henrique Sertório, Tatuapé, São Paulo, SP","(-23.5402116, -46.5782904)"
1091,Rua Adelino de Almeida Castilho,Tatuapé,53,2,1,Apartamento,3100,3600,8349,442497,"Rua Adelino de Almeida Castilho, Tatuapé, São Paulo, SP","(-23.5317731, -46.5541443)"
1092,Rua Henrique Sertório,Tatuapé,62,1,2,Studio e kitnet,2120,3740,8349,517638,"Rua Henrique Sertório, Tatuapé, São Paulo, SP","(-23.5402116, -46.5782904)"
1093,Rua Francisco Marengo,Tatuapé,57,1,0,Apartamento,1948,2482,8349,475893,"Rua Francisco Marengo, Tatuapé, São Paulo, SP","(-23.5419873, -46.5591537)"
1094,R. Santo Elías,Tatuapé,48,1,1,Apartamento,1890,2703,8349,400752,"R. Santo Elías, Tatuapé, São Paulo, SP","(-23.5338255, -46.5667337)"
1095,Rua Ulisses Cruz,Tatuapé,25,1,0,Studio e kitnet,1840,2286,8349,208725,"Rua Ulisses Cruz, Tatuapé, São Paulo, SP","(-23.532968, -46.5831203)"
1096,Rua Luís do Paço,Tatuapé,31,1,0,Studio e kitnet,850,1314,8349,258819,"Rua Luís do Paço, Tatuapé, São Paulo, SP","(-23.5330855, -46.5630777)"
1097,Rua Tenente Gelás,Tatuapé,90,3,2,Apartamento,2100,3387,8349,751410,"Rua Tenente Gelás, Tatuapé, São Paulo, SP","(-23.5296096, -46.5582508)"
1098,Rua Ivaí,Tatuapé,70,3,0,Casa,1648,1918,8349,584430,"Rua Ivaí, Tatuapé, São Paulo, SP","(-23.5334078, -46.5791834)"
1099,Rua Iguaré,Tatuapé,60,2,1,Apartamento,1519,2083,8349,500940,"Rua Iguaré, Tatuapé, São Paulo, SP","(-23.531759, -46.5827501)"
1100,Rua Icaraí,Tatuapé,50,1,0,Casa,1128,1176,8349,417450,"Rua Icaraí, Tatuapé, São Paulo, SP","(-23.5339234, -46.5604457)"
1101,Rua Icarai,Tatuapé,110,3,0,Casa em condomínio,2200,2293,8349,918390,"Rua Icarai, Tatuapé, São Paulo, SP","(-23.5339234, -46.5604457)"
1102,Rua Luís do Paço,Tatuapé,36,1,0,Studio e kitnet,950,1492,8349,300564,"Rua Luís do Paço, Tatuapé, São Paulo, SP","(-23.5330855, -46.5630777)"
1103,Rua Tuiuti,Tatuapé,165,3,3,Apartamento,9000,11310,8349,1377585,"Rua Tuiuti, Tatuapé, São Paulo, SP","(-23.5416619, -46.5752511)"
1104,Rua Vilela,Tatuapé,50,1,1,Apartamento,1990,2626,8349,417450,"Rua Vilela, Tatuapé, São Paulo, SP","(-23.5415734, -46.5656739)"
1105,Rua São Gil,Tatuapé,60,2,1,Apartamento,2100,3236,8349,500940,"Rua São Gil, Tatuapé, São Paulo, SP","(-23.5486288, -46.5539894)"
1106,Praça Louveira,Tatuapé,123,2,2,Apartamento,8000,9733,8349,1026927,"Praça Louveira, Tatuapé, São Paulo, SP","(-23.5314878, -46.57762896238518)"
1107,Rua Fernando Dondon,Tatuapé,39,1,0,Studio e kitnet,2850,3369,8349,325611,"Rua Fernando Dondon, Tatuapé, São Paulo, SP","(-23.5464234, -46.5620488)"
1108,Rua Filipe Camarão,Tatuapé,74,2,1,Apartamento,3742,4703,8349,617826,"Rua Filipe Camarão, Tatuapé, São Paulo, SP","(-23.5387288, -46.5793877)"
1109,Estrada Velha da Penha,Tatuapé,60,2,1,Apartamento,2500,3138,8349,500940,"Estrada Velha da Penha, Tatuapé, São Paulo, SP","(-23.5296136, -46.5540457)"
1110,Rua Jacirendi,Tatuapé,65,3,1,Apartamento,2100,3071,8349,542685,"Rua Jacirendi, Tatuapé, São Paulo, SP","(-23.5349383, -46.5778538)"
1111,Rua São Jorge,Tatuapé,60,2,1,Apartamento,3100,4120,8349,500940,"Rua São Jorge, Tatuapé, São Paulo, SP","(-23.5323651, -46.5647395)"
1112,Rua Melo Peixoto,Tatuapé,52,2,1,Apartamento,1957,2559,8349,434148,"Rua Melo Peixoto, Tatuapé, São Paulo, SP","(-23.5369775, -46.5618588)"
1113,Avenida Celso Garcia,Tatuapé,50,1,0,Apartamento,2140,2755,8349,417450,"Avenida Celso Garcia, Tatuapé, São Paulo, SP","(-23.5356297, -46.5737086)"
1114,Rua Maria Eugênia,Tatuapé,120,2,1,Casa,2550,2745,8349,1001880,"Rua Maria Eugênia, Tatuapé, São Paulo, SP","(-23.5323757, -46.5733545)"
1115,Rua Ipojuca,Tatuapé,36,1,0,Studio e kitnet,2580,3395,8349,300564,"Rua Ipojuca, Tatuapé, São Paulo, SP","(-23.5450284, -46.5772184)"
1116,Avenida Celso Garcia,Tatuapé,67,2,1,Apartamento,4800,5716,8349,559383,"Avenida Celso Garcia, Tatuapé, São Paulo, SP","(-23.5356297, -46.5737086)"
1117,Rua Luís do Paço,Tatuapé,48,1,0,Studio e kitnet,980,1693,8349,400752,"Rua Luís do Paço, Tatuapé, São Paulo, SP","(-23.5330855, -46.5630777)"
1118,Rua Marechal Barbacena,Tatuapé,105,3,2,Apartamento,6100,6335,8349,876645,"Rua Marechal Barbacena, Tatuapé, São Paulo, SP",
1119,Rua Marechal Barbacena,Tatuapé,102,3,2,Apartamento,5750,7652,8349,851598,"Rua Marechal Barbacena, Tatuapé, São Paulo, SP",
1120,Rua Bento Manuel,Tatuapé,250,4,3,Casa,4250,5681,8349,2087250,"Rua Bento Manuel, Tatuapé, São Paulo, SP",
1121,Rua Torrinha,Tatuapé,170,3,4,Apartamento,9985,13520,8349,1419330,"Rua Torrinha, Tatuapé, São Paulo, SP","(-23.552429, -46.5742964)"
1122,Rua Tuiuti,Tatuapé,100,3,0,Casa,2400,2752,8349,834900,"Rua Tuiuti, Tatuapé, São Paulo, SP","(-23.5416619, -46.5752511)"
1123,Rua Cambembé,Tatuapé,200,3,3,Casa,8000,8383,8349,1669800,"Rua Cambembé, Tatuapé, São Paulo, SP","(-23.5519357, -46.5742192)"
1124,Rua Torrinha,Tatuapé,190,3,4,Casa,9890,10690,8349,1586310,"Rua Torrinha, Tatuapé, São Paulo, SP","(-23.552429, -46.5742964)"
1125,Rua Azevedo Soares,Tatuapé,147,3,3,Apartamento,4500,7466,8349,1227303,"Rua Azevedo Soares, Tatuapé, São Paulo, SP","(-23.5482419, -46.56311)"
1126,Rua Maria Otília,Tatuapé,202,3,3,Apartamento,4700,8997,8349,1686498,"Rua Maria Otília, Tatuapé, São Paulo, SP","(-23.5533224, -46.5682115)"
1127,Rua Serra de Juréa,Tatuapé,84,3,2,Apartamento,2500,3967,8349,701316,"Rua Serra de Juréa, Tatuapé, São Paulo, SP","(-23.5487015, -46.5709204)"
1128,Rua Severínia,Tatuapé,150,2,3,Casa,3750,3910,8349,1252350,"Rua Severínia, Tatuapé, São Paulo, SP","(-23.5483178, -46.5774937)"
1129,Rua Duarte de Carvalho,Tatuapé,190,3,2,Apartamento,6500,9151,8349,1586310,"Rua Duarte de Carvalho, Tatuapé, São Paulo, SP","(-23.5358872, -46.5724167)"
1130,Rua Tijuco Preto,Tatuapé,220,4,2,Casa,10000,10990,8349,1836780,"Rua Tijuco Preto, Tatuapé, São Paulo, SP","(-23.5435876, -46.5696012)"
1168,Rua Scuvero,Cambuci,75,2,0,Casa,2266,2422,7658,574350,"Rua Scuvero, Cambuci, São Paulo, SP",
1169,Rua Hermínio Lemos,Cambuci,15,1,0,Studio e kitnet,1150,1194,7658,114870,"Rua Hermínio Lemos, Cambuci, São Paulo, SP","(-23.5680578, -46.620499)"
1170,Rua José Bento,Cambuci,41,2,0,Apartamento,2090,2511,7658,313978,"Rua José Bento, Cambuci, São Paulo, SP","(-23.5665852, -46.6181398)"
1171,Praça Alberto Lion,Cambuci,34,2,0,Apartamento,1443,1829,7658,260372,"Praça Alberto Lion, Cambuci, São Paulo, SP","(-23.562555, -46.61134046799562)"
1172,Rua do Lavapés,Cambuci,45,2,0,Apartamento,2500,3046,7658,344610,"Rua do Lavapés, Cambuci, São Paulo, SP","(-23.5618225, -46.6227789)"
1173,Rua do Lavapés,Cambuci,26,1,0,Apartamento,1350,1616,7658,199108,"Rua do Lavapés, Cambuci, São Paulo, SP","(-23.5618225, -46.6227789)"
1174,Rua Alexandrino da Silveira Bueno,Cambuci,40,2,0,Apartamento,1600,2007,7658,306320,"Rua Alexandrino da Silveira Bueno, Cambuci, São Paulo, SP","(-23.5649208, -46.6135707)"
1175,Rua Luís Gama,Cambuci,29,1,0,Studio e kitnet,1550,1910,7658,222082,"Rua Luís Gama, Cambuci, São Paulo, SP","(-23.5536989, -46.6225795)"
1176,Praça Alberto Lion,Cambuci,29,1,0,Apartamento,1333,1704,7658,222082,"Praça Alberto Lion, Cambuci, São Paulo, SP","(-23.562555, -46.61134046799562)"
1177,Rua Alves Ribeiro,Cambuci,60,2,0,Apartamento,1900,2028,7658,459480,"Rua Alves Ribeiro, Cambuci, São Paulo, SP","(-23.5658378, -46.6189773)"
1178,Rua François Coty,Cambuci,34,2,1,Apartamento,1680,2170,7658,260372,"Rua François Coty, Cambuci, São Paulo, SP","(-23.565091, -46.61328)"
1179,Rua José Bento,Cambuci,34,1,0,Apartamento,1340,1786,7658,260372,"Rua José Bento, Cambuci, São Paulo, SP","(-23.5665852, -46.6181398)"
1180,Rua Alexandrino da Silveira Bueno,Cambuci,41,2,0,Apartamento,2300,2749,7658,313978,"Rua Alexandrino da Silveira Bueno, Cambuci, São Paulo, SP","(-23.5649208, -46.6135707)"
1181,Rua José Bento,Cambuci,35,1,1,Apartamento,1500,2038,7658,268030,"Rua José Bento, Cambuci, São Paulo, SP","(-23.5665852, -46.6181398)"
1182,Rua Justo Azambuja,Cambuci,84,2,1,Apartamento,2650,3958,7658,643272,"Rua Justo Azambuja, Cambuci, São Paulo, SP","(-23.5605241, -46.623511)"
1183,Rua François Coty,Cambuci,34,2,0,Apartamento,2500,2896,7658,260372,"Rua François Coty, Cambuci, São Paulo, SP","(-23.565091, -46.61328)"
1184,Rua Backer,Cambuci,18,1,0,Studio e kitnet,1233,1392,7658,137844,"Rua Backer, Cambuci, São Paulo, SP","(-23.5688218, -46.6187775)"
1185,Rua Justo Azambuja,Cambuci,82,2,1,Apartamento,3500,4548,7658,627956,"Rua Justo Azambuja, Cambuci, São Paulo, SP","(-23.5605241, -46.623511)"
1186,Rua Alexandre Levi,Cambuci,66,3,2,Apartamento,2335,3418,7658,505428,"Rua Alexandre Levi, Cambuci, São Paulo, SP","(-23.5584776, -46.6204331)"
1187,Rua Diogo Vaz,Cambuci,62,2,1,Apartamento,2000,2716,7658,474796,"Rua Diogo Vaz, Cambuci, São Paulo, SP",
1188,Rua Otto de Alencar,Cambuci,45,2,1,Apartamento,2400,2993,7658,344610,"Rua Otto de Alencar, Cambuci, São Paulo, SP","(-23.5595892, -46.6232812)"
1189,"Rua Alexandrino da Silveira Bueno, São Paulo - Sp, Brasil",Cambuci,40,2,0,Apartamento,1850,2321,7658,306320,"Rua Alexandrino da Silveira Bueno, São Paulo - Sp, Brasil, Cambuci, São Paulo, SP","(-23.5649208, -46.6135707)"
1190,Avenida Estado,Cambuci,50,1,0,Apartamento,1407,1781,7658,382900,"Avenida Estado, Cambuci, São Paulo, SP","(-23.5574918, -46.6192678)"
1191,Rua Dona Ana Neri,Cambuci,55,2,1,Apartamento,2390,2874,7658,421190,"Rua Dona Ana Neri, Cambuci, São Paulo, SP","(-23.5637249, -46.6177422)"
1192,Rua São João Batista,Cambuci,102,2,0,Apartamento,1850,2221,7658,781116,"Rua São João Batista, Cambuci, São Paulo, SP","(-22.1585644, -51.3869744)"
1193,Rua José Bento,Cambuci,36,1,0,Apartamento,1642,2158,7658,275688,"Rua José Bento, Cambuci, São Paulo, SP","(-23.5665852, -46.6181398)"
1194,Avenida do Estado,Cambuci,33,1,0,Apartamento,1745,2113,7658,252714,"Avenida do Estado, Cambuci, São Paulo, SP","(-23.5634708, -46.6112995)"
1195,Rua do Lavapés,Cambuci,35,1,0,Studio e kitnet,1470,1927,7658,268030,"Rua do Lavapés, Cambuci, São Paulo, SP","(-23.5618225, -46.6227789)"
1196,Rua Scuvero,Cambuci,36,1,1,Apartamento,1800,2355,7658,275688,"Rua Scuvero, Cambuci, São Paulo, SP",
1197,Avenida Lacerda Franco,Cambuci,51,2,1,Apartamento,2650,3640,7658,390558,"Avenida Lacerda Franco, Cambuci, São Paulo, SP","(-23.5639115, -46.6225165)"
1198,Praça Alberto Lion,Cambuci,28,1,0,Apartamento,1600,2012,7658,214424,"Praça Alberto Lion, Cambuci, São Paulo, SP","(-23.562555, -46.61134046799562)"
1199,Rua Robertson,Cambuci,80,2,0,Casa,2700,2814,7658,612640,"Rua Robertson, Cambuci, São Paulo, SP","(-23.5737099, -46.6220393)"
1200,Rua do Lavapés,Cambuci,30,1,0,Apartamento,1500,1850,7658,229740,"Rua do Lavapés, Cambuci, São Paulo, SP","(-23.5618225, -46.6227789)"
1201,Rua Heitor Peixoto,Cambuci,60,2,1,Apartamento,2300,3102,7658,459480,"Rua Heitor Peixoto, Cambuci, São Paulo, SP","(-23.5760261, -46.6187912)"
1202,Avenida Lacerda Franco,Cambuci,72,2,0,Apartamento,2200,3082,7658,551376,"Avenida Lacerda Franco, Cambuci, São Paulo, SP","(-23.5639115, -46.6225165)"
1203,Rua Dona Ana Néri,Cambuci,37,2,1,Apartamento,1300,1740,7658,283346,"Rua Dona Ana Néri, Cambuci, São Paulo, SP","(-23.5637249, -46.6177422)"
1204,Rua Diogo Vaz,Cambuci,71,2,1,Apartamento,1850,2910,7658,543718,"Rua Diogo Vaz, Cambuci, São Paulo, SP",
1205,Rua do Lavapés,Cambuci,36,1,0,Apartamento,1429,2000,7658,275688,"Rua do Lavapés, Cambuci, São Paulo, SP","(-23.5618225, -46.6227789)"
1206,Rua Alexandre Levi,Cambuci,72,2,2,Apartamento,3800,4598,7658,551376,"Rua Alexandre Levi, Cambuci, São Paulo, SP","(-23.5584776, -46.6204331)"
1207,Rua Paulo Orozimbo,Cambuci,164,2,2,Apartamento,4600,6664,7658,1255912,"Rua Paulo Orozimbo, Cambuci, São Paulo, SP",
1208,Rua Scuvero,Cambuci,50,2,1,Apartamento,1900,2623,7658,382900,"Rua Scuvero, Cambuci, São Paulo, SP",
1209,Rua Dona Ana Neri,Cambuci,41,2,0,Apartamento,1850,2301,7658,313978,"Rua Dona Ana Neri, Cambuci, São Paulo, SP","(-23.5637249, -46.6177422)"
1210,Avenida Estado,Cambuci,40,1,0,Apartamento,1500,1824,7658,306320,"Avenida Estado, Cambuci, São Paulo, SP","(-23.5574918, -46.6192678)"
1211,Avenida do Estado,Cambuci,38,1,0,Apartamento,1504,1882,7658,291004,"Avenida do Estado, Cambuci, São Paulo, SP","(-23.5634708, -46.6112995)"
1212,Rua Alexandrino da Silveira Bueno,Cambuci,38,2,0,Apartamento,1750,2068,7658,291004,"Rua Alexandrino da Silveira Bueno, Cambuci, São Paulo, SP","(-23.5649208, -46.6135707)"
